2023-03-02 16:00, Humidity,580
2023-03-02 16:00, Humidity,562
2023-03-02 16:00, Humidity,536
2023-03-02 16:00, Humidity,548
2023-03-02 16:00, Humidity,532
2023-03-02 16:01, Humidity,572
2023-03-02 16:01, Humidity,543
2023-03-02 16:01, Humidity,587
2023-03-02 16:01, Humidity,536
2023-03-02 16:01, Humidity,505
2023-03-02 16:01, Humidity,503
2023-03-02 16:01, Humidity,542
2023-03-02 16:01, Humidity,542
2023-03-02 16:01, Humidity,551
2023-03-02 16:02, Humidity,505
2023-03-02 16:02, Humidity,519
2023-03-02 16:02, Humidity,515
2023-03-02 16:02, Humidity,547
2023-03-02 16:02, Humidity,507
2023-03-02 16:02, Humidity,506
2023-03-02 16:02, Humidity,580
2023-03-02 16:02, Humidity,541
2023-03-02 16:02, Humidity,590
2023-03-02 16:03, Humidity,520
2023-03-02 16:03, Humidity,529
2023-03-02 16:03, Humidity,583
2023-03-02 16:03, Humidity,585
2023-03-02 16:03, Humidity,502
2023-03-02 16:03, Humidity,532
2023-03-02 16:03, Humidity,563
2023-03-02 16:03, Humidity,577
2023-03-02 16:04, Humidity,521
2023-03-02 16:04, Humidity,507
2023-03-02 16:04, Humidity,534
2023-03-02 16:04, Humidity,592
2023-03-02 16:04, Humidity,579
2023-03-02 16:04, Humidity,578
2023-03-02 16:04, Humidity,515
2023-03-02 16:04, Humidity,506
2023-03-02 16:05, Humidity,524
2023-03-02 16:05, Humidity,530
2023-03-02 16:05, Humidity,508
2023-03-02 16:05, Humidity,516
2023-03-02 16:05, Humidity,583
2023-03-02 16:05, Humidity,528
2023-03-02 16:05, Humidity,511
2023-03-02 16:05, Humidity,519
2023-03-02 16:05, Humidity,512
2023-03-02 16:06, Humidity,500
2023-03-02 16:06, Humidity,569
2023-03-02 16:06, Humidity,541
2023-03-02 16:06, Humidity,549
2023-03-02 16:06, Humidity,557
2023-03-02 16:06, Humidity,513
2023-03-02 16:06, Humidity,597
2023-03-02 16:06, Humidity,559
2023-03-02 16:06, Humidity,530
2023-03-02 16:07, Humidity,576
2023-03-02 16:07, Humidity,596
2023-03-02 16:07, Humidity,503
2023-03-02 16:07, Humidity,581
2023-03-02 16:07, Humidity,515
2023-03-02 16:07, Humidity,569
2023-03-02 16:07, Humidity,580
2023-03-02 16:07, Humidity,574
2023-03-02 16:08, Humidity,537
2023-03-02 16:08, Humidity,596
2023-03-02 16:08, Humidity,566
2023-03-02 16:08, Humidity,542
2023-03-02 16:08, Humidity,549
2023-03-02 16:08, Humidity,546
2023-03-02 16:08, Humidity,568
2023-03-02 16:08, Humidity,533
2023-03-02 16:08, Humidity,544
2023-03-02 16:09, Humidity,546
2023-03-02 16:09, Humidity,532
2023-03-02 16:09, Humidity,562
2023-03-02 16:09, Humidity,549
2023-03-02 16:09, Humidity,584
2023-03-02 16:09, Humidity,540
2023-03-02 16:09, Humidity,579
2023-03-02 16:09, Humidity,562
2023-03-02 16:09, Humidity,567
2023-03-02 16:10, Humidity,564
2023-03-02 16:10, Humidity,527
2023-03-02 16:10, Humidity,525
2023-03-02 16:10, Humidity,593
2023-03-02 16:10, Humidity,555
2023-03-02 16:10, Humidity,548
2023-03-02 16:10, Humidity,576
2023-03-02 16:10, Humidity,518
2023-03-02 16:11, Humidity,576
2023-03-02 16:11, Humidity,531
2023-03-02 16:11, Humidity,552
2023-03-02 16:11, Humidity,582
2023-03-02 16:11, Humidity,542
2023-03-02 16:11, Humidity,560
2023-03-02 16:11, Humidity,569
2023-03-02 16:11, Humidity,584
2023-03-02 16:11, Humidity,527
2023-03-02 16:12, Humidity,568
2023-03-02 16:12, Humidity,588
2023-03-02 16:12, Humidity,529
2023-03-02 16:12, Humidity,566
2023-03-02 16:12, Humidity,568
2023-03-02 16:12, Humidity,508
2023-03-02 16:12, Humidity,527
2023-03-02 16:12, Humidity,571
2023-03-02 16:12, Humidity,521
2023-03-02 16:13, Humidity,504
2023-03-02 16:13, Humidity,517
2023-03-02 16:13, Humidity,575
2023-03-02 16:13, Humidity,522
2023-03-02 16:13, Humidity,572
2023-03-02 16:13, Humidity,559
2023-03-02 16:13, Humidity,529
2023-03-02 16:13, Humidity,584
2023-03-02 16:14, Humidity,580
2023-03-02 16:14, Humidity,503
2023-03-02 16:14, Humidity,509
2023-03-02 16:14, Humidity,504
2023-03-02 16:14, Humidity,582
2023-03-02 16:14, Humidity,501
2023-03-02 16:14, Humidity,532
